City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,edeia,-17.3383,-49.9314,30.5,56,82,2.06,BR,1711734490
279,quatre cocos,-20.2078,57.7625,26.15,88,98,3.24,MU,1711734491
280,san blas,21.5167,-105.2667,30.94,43,19,3.44,MX,1711734491
281,happy valley-goose bay,53.3168,-60.3315,4.17,81,75,7.72,CA,1711734312
282,salekhard,66.53,66.6019,-13.92,97,95,2.73,RU,1711734304
283,usinsk,65.9939,57.5281,-2.74,96,100,12.52,RU,1711734492
284,skelleftea,64.7507,20.9528,-0.56,100,100,5.66,SE,1711734493
285,selkirk,50.1436,-96.8845,1.21,53,100,4.02,CA,1711734467
286,prince rupert,54.3161,-130.3201,9.83,53,0,1.54,CA,1711734493
287,holualoa,19.6228,-155.9522,23.21,84,0,0.0,US,1711734494
288,muynoq,43.7683,59.0214,7.27,43,36,6.9,UZ,1711734494
289,mazatlan,23.2167,-106.4167,24.1,54,74,3.61,MX,1711734495
290,watertown,42.3709,-71.1828,9.91,61,100,7.15,US,1711734439
291,monrovia,6.3005,-10.7969,30.87,78,75,5.01,LR,1711734226
292,jeremie,18.65,-74.1167,28.89,56,0,3.26,HT,1711734496
293,laguna,38.421,-121.4238,11.28,86,100,2.57,US,1711734496
294,lompoc,34.6391,-120.4579,16.45,68,0,3.13,US,1711734496
295,springfield,37.2153,-93.2982,22.05,51,0,12.86,US,1711734303
296,kapuskasing,49.4169,-82.4331,-3.95,68,100,6.17,CA,1711734422
297,aral,40.5156,81.2636,18.41,17,100,1.03,CN,1711734498
298,baker city,44.7749,-117.8344,6.84,66,0,1.54,US,1711734442
299,luderitz,-26.6481,15.1594,17.06,86,2,3.2,NA,1711734499
300,ambodifotatra,-16.9833,49.85,25.63,89,100,10.13,MG,1711734500
301,jiagedaqi,50.4167,124.1167,-4.97,89,99,3.53,CN,1711734500
302,brandon,27.9378,-82.2859,25.58,31,0,3.13,US,1711734493
303,sinop,41.7711,34.8709,12.24,73,46,2.28,TR,1711734364
304,qui nhon,13.7667,109.2333,25.05,91,98,1.57,VN,1711734501
305,mejit,10.2753,170.8646,27.17,79,93,8.58,MH,1711734502
306,choibalsan,48.0667,114.5,-14.07,71,4,4.25,MN,1711734502
307,san rafael del yuma,18.4299,-68.6739,31.11,36,0,2.12,DO,1711734503
308,myski,53.709,87.8014,-2.13,96,84,1.95,RU,1711734503
309,truckee,39.328,-120.1833,4.79,88,100,2.68,US,1711734504
310,nova sintra,14.8667,-24.7167,19.75,73,14,7.73,CV,1711734505
311,igarka,67.4667,86.5833,-8.64,93,100,10.63,RU,1711734505
312,domna,51.8971,113.1573,-12.91,43,5,5.0,RU,1711734506
313,harper,4.375,-7.7169,28.55,80,98,4.23,LR,1711734303
314,lorengau,-2.0226,147.2712,27.62,79,58,1.71,PG,1711734506
315,nea alikarnassos,35.3333,25.1667,17.68,82,20,1.54,GR,1711734507
316,kolwezi,-10.7148,25.4667,18.3,96,100,2.09,CD,1711734507
317,antonio enes,-16.2325,39.9086,25.8,83,17,4.95,MZ,1711734508
318,sungai penuh,-2.0833,101.3833,19.02,97,98,1.49,ID,1711734508
319,tham phannara,8.4204,99.3952,24.94,86,19,1.02,TH,1711734509
320,manturovo,58.3353,44.7619,2.1,95,70,4.03,RU,1711734509
321,egilsstadir,65.2653,-14.3948,-0.05,93,100,10.8,IS,1711734510
322,basco,20.4487,121.9702,26.31,76,100,1.26,PH,1711734510
323,smithers,54.7804,-127.1743,0.18,47,0,2.57,CA,1711734511
324,lucapa,-8.4192,20.7447,21.25,91,100,1.41,AO,1711734511
325,cockburn town,21.4612,-71.1419,25.98,69,40,4.12,TC,1711734512
326,polyarnyy,69.1989,33.4478,-7.38,83,56,1.53,RU,1711734512
327,bardai,11.65,7.2333,33.7,8,67,3.73,NG,1711734512
328,forde,61.4522,5.8572,11.41,61,100,3.09,NO,1711734513
329,rasht,37.2808,49.5832,11.9,94,0,0.0,IR,1711734405
330,ribeira brava,32.65,-17.0667,18.35,62,68,7.79,PT,1711734514
331,den burg,53.0542,4.7972,12.2,71,100,5.66,NL,1711734515
332,broome,42.2506,-75.833,5.35,63,100,8.23,US,1711734515
333,nova xavantina,-14.6667,-52.35,31.2,60,27,2.11,BR,1711734516
334,al bawiti,28.3492,28.8659,20.62,27,1,4.43,EG,1711734516
335,ciudad bolivar,8.1222,-63.5497,37.08,31,100,1.8,VE,1711734269
336,ar ruways,24.1103,52.7306,22.2,61,0,1.89,AE,1711734517
337,karkira,36.9292,6.5856,18.65,50,95,2.76,DZ,1711734517
338,youkounkoun,12.5333,-13.1333,40.02,11,65,2.86,GN,1711734517
339,caslav,49.911,15.3897,15.46,58,0,5.14,CZ,1711734518
340,sinabang,2.4803,96.3801,26.8,85,68,1.65,ID,1711734518
341,sao joao da barra,-21.6403,-41.0511,31.05,88,100,1.53,BR,1711734519
342,ngama,11.7833,17.1667,35.8,9,34,4.5,TD,1711734519
343,sao vicente,-23.9631,-46.3919,30.1,60,100,1.54,BR,1711734511
344,la passe,45.5549,-0.8967,9.99,91,100,2.76,FR,1711734520
345,fontanelas,38.8472,-9.4372,13.12,79,20,6.17,PT,1711734520
346,bonthe,7.5264,-12.505,28.83,64,81,4.71,SL,1711734521
347,malpica,43.3228,-8.8105,12.91,58,22,3.41,ES,1711734521
348,gadzhiyevo,69.2551,33.3362,-7.92,86,57,1.82,RU,1711734522
349,cannonvale,-20.2833,148.7,26.66,71,99,9.23,AU,1711734522
350,iquique,-20.2208,-70.1431,24.02,75,33,3.87,CL,1711733986
351,fort st. john,56.2499,-120.8529,-4.06,63,20,2.06,CA,1711734522
352,ati,13.2154,18.3353,34.89,9,17,4.79,TD,1711734523
353,muriti,-1.9833,32.9167,24.53,67,66,2.65,TZ,1711734523
354,damasak,13.0977,12.4952,34.86,9,46,3.46,NG,1711734524
355,san patricio,28.017,-97.5169,26.92,49,7,10.17,US,1711734524
356,mar del plata,-38.0023,-57.5575,28.86,57,0,10.28,AR,1711734227
357,tala,30.6803,30.9429,15.68,80,20,3.08,EG,1711734525
358,ploneour-lanvern,47.9,-4.2833,11.18,71,75,4.12,FR,1711734526
359,alexandria,31.2156,29.9553,17.3,82,1,3.74,EG,1711734265
360,chernyshevskiy,63.0128,112.4714,-32.36,100,34,0.4,RU,1711734526
361,ambalangoda,6.2355,80.0538,26.68,82,68,1.83,LK,1711734527
362,hadibu,12.65,54.0333,26.81,65,41,4.06,YE,1711734527
363,cabedelo,-6.9811,-34.8339,29.37,78,95,6.46,BR,1711734528
364,sipalay,9.75,122.5,24.96,81,2,2.34,PH,1711734528
365,wamba,8.9333,8.6,34.54,23,98,1.36,NG,1711734529
366,ketchikan,55.3422,-131.6461,10.19,70,0,0.0,US,1711734529
367,ola,59.5833,151.2833,-10.83,97,89,2.74,RU,1711734529
368,kununurra,-15.7667,128.7333,25.99,94,99,0.0,AU,1711734530
369,lembang,-6.8117,107.6175,19.86,93,55,0.89,ID,1711734367
370,haiku-pauwela,20.9219,-156.3051,23.36,83,40,6.69,US,1711734531
371,bidart,43.4376,-1.5913,10.53,93,100,2.57,FR,1711734532
372,usogorsk,63.4106,48.6872,0.93,99,100,4.08,RU,1711734532
373,ialibu,-6.2821,143.9935,14.56,99,98,0.74,PG,1711734533
374,hammerfest,70.6634,23.6821,-2.75,86,100,3.09,NO,1711734533
375,cururupu,-1.8283,-44.8683,29.92,72,78,2.34,BR,1711734534
376,morehead city,34.7229,-76.726,20.04,44,0,5.14,US,1711734534
377,nishinoomote,30.7333,131.0,18.62,64,100,5.88,JP,1711734534
378,rangkasbitung,-6.3591,106.2494,24.99,93,82,0.77,ID,1711734535
379,serik,36.9169,31.0989,20.14,63,9,1.74,TR,1711734535
380,nyala,12.05,24.8833,30.84,7,92,4.24,SD,1711734536
381,khorinsk,52.1657,109.7726,-13.73,70,1,1.39,RU,1711734536
382,flying fish cove,-10.4217,105.6791,25.82,88,75,4.12,CX,1711734536
383,hanceville,34.0607,-86.7675,21.76,35,1,2.23,US,1711734430
384,jieshi,22.8134,115.8257,23.05,87,100,2.15,CN,1711734537
385,vorgashor,67.5833,63.95,-12.44,95,100,4.61,RU,1711734538
386,beloyarskiy,63.7119,66.6722,-16.67,99,70,1.34,RU,1711734538
387,vallenar,-28.5708,-70.7581,30.63,24,0,4.23,CL,1711734538
388,lazaro cardenas,17.9583,-102.2,29.26,39,54,3.8,MX,1711734240
389,yuzhno-kurilsk,44.0306,145.8556,1.32,74,100,1.6,RU,1711734539
390,lerwick,60.1545,-1.1494,8.0,91,100,2.29,GB,1711734540
391,nikolayevsk-on-amure,53.1406,140.73,-1.74,97,100,2.1,RU,1711734540
392,santa cruz,-17.8,-63.1667,34.03,43,75,4.12,BO,1711734470
393,kirakira,-10.4544,161.9205,26.95,84,100,1.95,SB,1711734541
394,sisimiut,66.9395,-53.6735,-4.77,78,33,1.43,GL,1711734541
395,keflavik,64.0049,-22.5624,3.95,60,20,8.75,IS,1711734282
396,giado,31.9582,12.0203,23.99,12,0,7.25,LY,1711734542
397,campoverde,-8.4753,-74.8058,33.83,78,100,0.98,PE,1711734542
398,howard springs,-12.497,131.047,26.95,96,100,0.68,AU,1711734543
399,saldanha,-33.0117,17.9442,23.03,86,53,6.23,ZA,1711734543
400,parry sound,45.3501,-80.033,1.03,69,59,5.59,CA,1711734544
401,katsuura,35.1333,140.3,16.48,65,0,8.85,JP,1711734545
402,isiro,2.7739,27.616,25.66,58,46,0.61,CD,1711734545
403,beau vallon,-20.4189,57.6953,26.22,89,75,1.54,MU,1711734546
404,zhezqazghan,47.7833,67.7667,1.18,95,83,5.6,KZ,1711734546
405,ta`u,-14.2336,-169.5144,29.13,76,100,4.48,AS,1711734547
406,benguela,-12.5763,13.4055,27.75,83,86,0.96,AO,1711734548
407,baishishan,43.5833,127.5667,-2.88,45,14,6.45,CN,1711734548
408,alto araguaia,-17.3147,-53.2153,27.97,65,95,2.54,BR,1711734549
409,great falls,47.5002,-111.3008,0.37,95,100,4.12,US,1711734289
410,conde,-7.2597,-34.9075,28.7,84,75,6.17,BR,1711734481
411,biloela,-24.4167,150.5,18.18,87,57,2.39,AU,1711734549
412,withernsea,53.7311,0.0335,12.14,80,60,8.0,GB,1711734550
413,cestos city,5.46,-9.5828,28.69,77,70,4.04,LR,1711734550
414,port lincoln,-34.7333,135.8667,18.29,54,38,1.11,AU,1711734551
415,itaituba,-4.2761,-55.9836,29.09,79,40,1.03,BR,1711734551
416,massawa,15.6097,39.45,29.58,71,49,3.79,ER,1711734551
417,agat village,13.3886,144.6585,27.06,85,20,4.12,GU,1711734552
418,port alfred,-33.5906,26.891,17.88,88,86,4.22,ZA,1711734552
419,weston,26.1004,-80.3998,28.33,49,75,7.72,US,1711734553
420,oleiros,43.3333,-8.3167,12.58,79,75,1.34,ES,1711734553
421,mvomero,-6.25,38.6667,25.18,91,100,0.75,TZ,1711734554
422,neiafu,-18.65,-173.9833,26.38,94,75,2.57,TO,1711734554
423,ancud,-41.8697,-73.8203,13.82,56,36,4.84,CL,1711734408
424,sechura,-5.5569,-80.8222,29.13,53,85,4.87,PE,1711734555
425,taoudenni,22.6783,-3.9836,33.48,10,29,5.92,ML,1711734555
426,howrah,22.5892,88.3103,28.0,89,40,5.14,IN,1711734555
427,preobrazheniye,42.9019,133.9064,1.73,82,55,3.64,RU,1711734556
428,malango,-2.9627,119.9001,19.83,96,81,0.86,ID,1711734556
429,cidade velha,14.9167,-23.6167,25.26,53,40,9.77,CV,1711734557
430,detroit lakes,46.8172,-95.8453,1.59,56,100,7.2,US,1711734557
431,tlapehuala,18.2167,-100.5167,36.59,19,32,1.41,MX,1711734558
432,tazovsky,67.4667,78.7,-5.47,97,100,3.75,RU,1711734558
433,kirensk,57.7853,108.1119,-19.46,100,40,1.34,RU,1711734558
434,ribeira grande,38.5167,-28.7,16.54,82,75,13.38,PT,1711734559
435,puerto armuelles,8.2833,-82.8667,31.99,70,79,1.34,PA,1711734560
436,greymouth,-42.4667,171.2,8.98,72,70,2.41,NZ,1711734560
437,rostovka,55.3842,71.8891,0.15,98,100,4.03,RU,1711734561
438,nyurba,63.2842,118.3319,-32.47,100,62,0.28,RU,1711734561
439,oamaru,-45.0784,170.9801,8.54,82,93,0.09,NZ,1711734562
440,ponta delgada,37.7333,-25.6667,15.4,88,40,13.89,PT,1711734294
441,nueva gerona,21.8833,-82.8,26.14,44,0,6.27,CU,1711734296
442,kukawa,12.9234,13.5606,33.37,12,39,3.44,NG,1711734563
443,dakhla,23.6848,-15.958,21.01,64,40,7.2,EH,1711734563
444,gandajika,-6.75,23.95,23.05,85,74,2.01,CD,1711734564
445,acarau,-2.8856,-40.12,29.88,75,47,5.35,BR,1711734457
446,juegang,32.3174,121.1855,14.71,88,0,1.94,CN,1711734565
447,pocito,-31.6833,-68.5833,34.12,29,0,3.19,AR,1711734565
448,newport,51.5877,-2.9984,11.18,85,23,6.55,GB,1711734565
449,rundu,-17.9333,19.7667,21.62,67,100,2.3,NA,1711734566
450,sang-e charak,35.8497,66.4369,2.89,99,100,1.22,AF,1711734567
451,gebeit,21.0667,36.3167,24.94,61,58,3.27,SD,1711734567
452,zomba,-15.386,35.3188,21.23,72,84,1.69,MW,1711734567
453,nenjiang,49.1833,125.2167,-2.09,65,12,2.22,CN,1711734568
454,coronel dorrego,-38.7187,-61.2873,31.94,35,0,8.51,AR,1711734568
455,cuajinicuilapa,16.4667,-98.4167,35.85,25,3,3.9,MX,1711734568
456,sakaraha,-22.9,44.5333,23.13,69,76,2.03,MG,1711734569
457,maumere,-8.6199,122.2111,26.99,84,99,2.35,ID,1711734569
458,debal'tseve,48.3407,38.4049,10.95,85,97,8.82,UA,1711734570
459,winnemucca,40.973,-117.7357,7.03,45,0,2.57,US,1711734570
460,dogondoutchi,13.6393,4.0287,36.02,5,23,3.05,NE,1711734571
461,slave lake,55.2834,-114.769,-7.01,73,100,4.63,CA,1711734571
462,winslow,35.0242,-110.6974,17.1,22,0,6.69,US,1711734370
463,tazacorte,28.629,-17.9293,19.54,73,40,3.6,ES,1711734572
464,palu,-0.8917,119.8707,24.68,96,81,1.16,ID,1711734572
465,kaduna,10.5222,7.4383,34.2,15,84,1.09,NG,1711734377
466,northam,51.0333,-4.2167,10.9,77,14,6.91,GB,1711734573
467,celestun,20.8667,-90.4,26.91,44,0,5.54,MX,1711734574
468,puerto princesa,9.7392,118.7353,26.53,84,79,1.44,PH,1711734574
469,ad dabbah,18.05,30.95,31.87,9,59,5.48,SD,1711734574
470,salahonda,2.1019,-78.7217,27.56,78,73,3.88,CO,1711734575
471,chipinge,-20.1883,32.6236,17.65,66,22,2.87,ZW,1711734575
472,cooma,-36.2333,149.1333,10.61,80,0,0.73,AU,1711734576
473,inhambane,-23.865,35.3833,25.0,78,20,3.6,MZ,1711734576
474,susanville,40.4163,-120.653,5.91,52,40,4.63,US,1711734459
475,kavaratti,10.5669,72.642,28.67,74,14,4.37,IN,1711734577
476,bikenibeu village,1.3673,173.1241,26.98,94,75,2.57,KI,1711734577
477,whitehaven,54.549,-3.5841,8.26,80,43,3.58,GB,1711734578
478,bereznik,62.8551,42.7072,1.49,100,100,1.31,RU,1711734578
479,rabo de peixe,37.8,-25.5833,14.73,88,40,13.89,PT,1711734579
480,porto novo,6.4965,2.6036,31.9,75,74,3.8,BJ,1711734383
481,yemetsk,63.4721,41.7941,0.97,99,100,1.56,RU,1711734580
482,north lakhimpur,27.2333,94.1167,24.33,50,82,1.44,IN,1711734580
483,kozel'sk,54.0375,35.7716,8.29,90,96,3.17,RU,1711734581
484,palmeira,-25.4294,-50.0064,26.63,43,1,1.3,BR,1711734581
485,mananjary,-21.2167,48.3333,24.34,89,1,2.06,MG,1711734582
486,glowno,51.9646,19.7157,14.95,61,75,5.14,PL,1711734582
487,bolobo,-2.1667,16.2333,28.4,66,57,2.81,CD,1711734582
488,aur,8.1499,171.1687,27.34,81,100,7.66,MH,1711734583
489,figline valdarno,43.6195,11.4693,19.42,75,64,2.56,IT,1711734583
490,santa luzia,-19.7697,-43.8514,30.19,51,40,2.57,BR,1711734564
491,pandharpur,17.6667,75.3333,34.0,28,70,6.91,IN,1711734584
492,sairang,23.8,92.6667,20.61,87,94,1.03,IN,1711734585
493,yacuiba,-22.038,-63.6797,35.43,46,40,3.09,BO,1711734585
494,mahavelona,-17.6848,49.5087,23.99,94,100,3.05,MG,1711734586
495,tibanbang,6.6315,126.1055,26.19,82,5,2.41,PH,1711734586
496,ouahigouya,13.5828,-2.4216,37.99,11,12,2.78,BF,1711734587
497,sittwe,20.15,92.9,25.27,86,21,0.69,MM,1711734587
498,baruun-urt,46.6806,113.2792,-11.72,70,1,3.22,MN,1711734588
499,porto seguro,-16.4497,-39.0647,30.29,74,40,3.6,BR,1711734589
500,aku,6.7081,7.3167,33.19,43,86,3.71,NG,1711734589
501,landerneau,48.4525,-4.2525,11.55,68,20,9.26,FR,1711734590
502,simanggang,1.2472,111.4528,25.99,94,96,0.0,MY,1711734590
503,margate,51.3813,1.3862,12.05,67,91,4.02,GB,1711734343
504,payson,40.0444,-111.7321,9.05,68,40,1.54,US,1711734591
505,sogndal,61.2283,7.1003,10.21,53,75,2.57,NO,1711734591
506,al kharj,24.155,47.3346,27.32,19,45,3.8,SA,1711734423
507,dourbali,11.8091,15.8632,36.43,9,36,4.6,TD,1711734592
508,new norfolk,-42.7826,147.0587,14.28,98,72,0.84,AU,1711734593
509,vernon,50.2581,-119.2691,9.23,72,90,1.03,CA,1711734539
510,coronel suarez,-37.4547,-61.9334,28.84,43,0,7.41,AR,1711734304
511,urangan,-25.3,152.9,20.67,93,3,3.13,AU,1711734594
512,kajaani,64.2273,27.7285,0.03,80,100,7.72,FI,1711734594
513,mont-dore,-22.2833,166.5833,24.44,99,12,1.84,NC,1711734595
514,lake havasu city,34.4839,-114.3224,22.0,29,6,7.2,US,1711734529
515,ryotsu-minato,38.0833,138.4333,11.23,88,53,10.15,JP,1711734596
516,mandapam,9.2833,79.1167,29.06,67,14,8.65,IN,1711734596
517,ordynskoye,54.3656,81.8994,2.1,82,35,4.01,RU,1711734596
518,purpe,64.4803,76.6897,-7.71,93,100,6.31,RU,1711734597
519,yangambi,0.8102,24.4336,26.21,68,72,0.42,CD,1711734597
520,aykhal,66.0,111.5,-27.33,99,22,3.43,RU,1711734598
521,huzhou,30.8703,120.0933,15.8,78,16,2.21,CN,1711734598
522,sitangkai,4.6628,119.3928,28.22,77,6,4.45,PH,1711734599
523,dunedin,-45.8742,170.5036,12.11,84,100,2.68,NZ,1711734411
524,vikhorevka,56.1201,101.1636,-7.23,86,100,2.55,RU,1711734599
525,puerto leguizamo,-0.1934,-74.7819,32.37,59,85,1.59,CO,1711734600
526,aubenas,44.6201,4.3899,16.2,72,100,6.97,FR,1711734600
527,am timan,11.0297,20.2827,36.06,8,30,1.84,TD,1711734601
528,aginskoye,51.1,114.53,-11.08,56,73,4.8,RU,1711734601
529,dawesville,30.9224,-84.0091,22.87,29,0,3.6,US,1711734602
530,chulym,55.0997,80.9572,-0.27,89,55,3.5,RU,1711734602
531,itanhem,-17.1664,-40.33,29.29,71,83,2.85,BR,1711734603
532,montepuez,-13.1256,38.9997,21.48,96,91,1.46,MZ,1711734477
533,redencao,-4.2258,-38.7306,29.22,80,73,2.38,BR,1711734467
534,moroto,2.5345,34.6666,24.66,54,42,5.85,UG,1711734604
535,andergrove,-21.0833,149.1833,25.2,75,96,8.64,AU,1711734605
536,moissala,8.3404,17.7663,33.7,11,93,2.68,TD,1711734605
537,hasaki,35.7333,140.8333,12.38,89,0,4.91,JP,1711734606
538,nadym,65.5333,72.5167,-18.1,99,64,4.21,RU,1711734606
539,sijunjung,-0.6876,100.9537,23.82,97,100,0.26,ID,1711734440
540,pisco,-13.7,-76.2167,24.03,83,0,4.12,PE,1711734607
541,namsos,64.4662,11.4957,3.03,87,100,8.75,NO,1711734607
542,berrahal,36.8353,7.4533,21.85,44,45,2.52,DZ,1711734608
543,al 'aziziyah,32.9058,45.0616,23.24,29,71,4.38,IQ,1711734608
544,bela vista,-22.1089,-56.5211,38.5,22,74,1.27,BR,1711734359
545,cold lake,54.4502,-110.2017,-6.03,73,100,5.14,CA,1711734411
546,mhamid,29.82,-5.72,21.79,20,2,13.52,MA,1711734610
547,rabaul,-4.1967,152.1721,26.13,83,100,0.59,PG,1711734610
548,arnedo,42.2167,-2.1,6.72,87,100,5.01,ES,1711734611
549,corozal,9.3151,-75.2928,33.77,35,100,2.42,CO,1711734611
550,canutama,-6.5339,-64.3831,30.07,79,96,1.37,BR,1711734612
551,atar,20.5169,-13.0499,30.0,11,3,4.91,MR,1711734613
552,berezovyy,51.6667,135.7,-1.33,98,100,1.94,RU,1711734613
553,kutum,14.2,24.6667,27.0,10,36,5.12,SD,1711734614
554,ciudad lazaro cardenas,17.9583,-102.2,29.26,39,54,3.8,MX,1711734614
555,peniche,39.3558,-9.3811,11.27,92,84,6.46,PT,1711734615
556,levuka,50.1834,-105.4011,-2.1,78,99,7.36,CA,1711734615
557,barcelos,41.5388,-8.6151,12.69,74,96,1.44,PT,1711734452
